donovan|fairport-convention
donovan|led-zeppelin
donovan|nick-drake
donovan|terry-reid
donovan|the-incredible-string-band
donovan|tyrannosaurus-rex
dr-dog|portugalthe-man
dropkick-murphys|the-gaslight-anthem
dru-hill|usher
duane-eddy|the-shadows
duke-ellington|benny-carter
duke-ellington|dizzy-gillespie
duke-ellington|quincy-jones
duke-ellington|stevie-wonder
duke-ellington|thelonious-monk
duran-duran|animotion
duran-duran|the-killers
dusty-springfield|adele
dusty-springfield|mariah-carey
dwight-twilley|cheap-trick
dwight-twilley|the-smithereens
earl-van-dyke|stevie-wonder
earth-wind-and-fire|the-gap-band
echo-and-the-bunnymen|coldplay
echo-and-the-bunnymen|the-verve
eddie-cochran|johnny-kidd-and-the-pirates
eddie-cochran|pete-townshend
eddie-cochran|the-who
eddie-levert|gerald-levert
eddie-palmieri|joe-cuba-sextette
edith-piaf|jacques-brel
electric-light-orchestra|cheap-trick
ella-fitzgerald|barbra-streisand
ella-fitzgerald|carmen-mcrae
ella-fitzgerald|mel-torme
ella-fitzgerald|natalie-cole
ella-fitzgerald|rosemary-clooney
ella-mae-morse|elvis-presley
ellen-allien|the-knife
elmore-james|jb-lenoir
elmore-james|jimi-hendrix
elmore-james|luther-allison
elton-john|backstreet-boys
elton-john|justin-timberlake
elton-john|nsync
elton-john|scissor-sisters
elvis-costello|the-smithereens
elvis-presley|bruce-springsteen
elvis-presley|dwight-twilley
elvis-presley|johnny-cash
elvis-presley|johnny-kidd-and-the-pirates
elvis-presley|neil-diamond
elvis-presley|paul-mccartney
elvis-presley|rick-nelson
emerson-lake-and-palmer|goblin
emitt-rhodes|big-star
en-vogue|beyonce
en-vogue|destinys-child
en-vogue|tlc
en-vogue|toni-braxton
eric-benet|robin-thicke
eric-clapton|los-lobos
eric-dolphy|albert-ayler
eric-prydz|axwell
eric-von-schmidt|barry-mcguire
erik-satie|darius-milhaud
erik-satie|philip-glass
ernest-tubb|hank-williams
ernest-tubb|lefty-frizzell
erykah-badu|alicia-keys
esquerita|james-brown
etta-james|adele
eurythmics|little-boots
eve|fergie
everclear|blink-182
everclear|the-gaslight-anthem
everything-but-the-girl|a-guy-called-gerald
everything-but-the-girl|beth-orton
everything-but-the-girl|camera-obscura
everything-but-the-girl|stars
everything-but-the-girl|zero-7
ewan-maccoll|bert-jansch
ewan-maccoll|kirsty-maccoll
ewan-maccoll|shirley-collins
ewan-mccoll|mimi-and-richard-farina
fairport-convention|jethro-tull
fairport-convention|led-zeppelin
faith-hill|taylor-swift
farley-jackmaster-funk|daft-punk
fat-boys|heavy-d-and-the-boyz
fat-joe|pitbull
fats-domino|bobby-charles
fats-domino|gary-us-bonds
fats-domino|jerry-lee-lewis
fats-domino|the-beatles
fats-waller|big-joe-turner
faust|nurse-with-wound
faust|stereolab
faust|suicide
faust|throbbing-gristle
fergie|dev
fergie|kesha
ferrucio-busoni|kurt-weill
fiddlin-john-carson|the-new-lost-city-ramblers
fire-engines|the-vaselines
firewater|gang-gang-dance
flatt-and-scruges|the-country-gentlemen
flatt-and-scruges|the-kentucky-colonels
foreigner|kix
foreigner|survivor
frankie-knuckles|larry-heard
frankie-lymon-and-the-teenagers|jan-and-dean
frankie-lymon-and-the-teenagers|michael-jackson
frankie-lymon-and-the-teenagers|the-jackson-5
frankie-lymon-and-the-teenagers|the-manhattans
frankie-valli-and-the-four-seasons|1910-fruitgum-company
frankie-valli-and-the-four-seasons|bee-gees
frankie-valli-and-the-four-seasons|mitch-ryder-and-the-detroit-wheels
frankie-valli-and-the-four-seasons|the-osmonds
